ç
Semáforo, Latitude, Longitude
Av. Itaoca x Etr. do Timbo,"-22.86893148","-43.2678326"
Av. Itaoca x Trav. Ped.,"-22.86798206","-43.26596034"
Av. dos Democráticos x R. Uranos,"-22.8660963","-43.25586283"
Av. dos Democráticos x Av. Alem Paraiba,"-22.87109879","-43.25809845"
Av. dos Democráticos x R. Clemenceau,"-22.86882528","-43.25840673"
Av. dos Democráticos x R. Miguel Burnier,"-22.86960295","-43.25852098"
Av. dos Democráticos x Av. Itaoca,"-22.86754545","-43.25770047"
Av. dos Democráticos x Via de Ligação (Sem Código),"-22.87166247","-43.2582852"
R. Manuel Fontenele x Trav. Ped.,"-22.8724331","-43.25875307"
R. Manuel Fontenele x Via de Ligação (Sem Código),"-22.87161872","-43.259215"
Av. dos Democráticos x R. Darke de Matos,"-22.87258909","-43.25825988"
Av. dos Democráticos x R. Francisco Medeiros,"-22.87364622","-43.25790449"
Av. dos Democráticos x Trav. Ped.,"-22.8776821","-43.25580147"
Av. dos Democráticos x Trav. Ped.,"-22.87647234","-43.25658945"
Av. Automóvel Clube x Fabrica da Alladim - Saída 05 da Linha Amarela,"-22.8755733","-43.27809214"
Etr. Velha da Pavuna x Trav. Ped.,"-22.87220269","-43.27410956"
Av. dos Democráticos x Trav. Ped.,"-22.88088391","-43.25349603"
R. Teixeira de Macedo x R. Padre Januario,"-22.87277802","-43.28199852"
R. Teixeira de Macedo x R. Dona Emilia,"-22.87135268","-43.28335664"
Etr. Velha da Pavuna x R. Engenho da Rainha,"-22.87055665","-43.28372017"
Etr. Velha da Pavuna x R. Dr. Othon Machado,"-22.86827166","-43.28452474"
Etr. Velha da Pavuna x R. Mal. Castelo Branco,"-22.86754176","-43.28586685"
Etr. Velha da Pavuna x Trav. Ped.,"-22.86699182","-43.28753863"
Etr. Velha da Pavuna x Trav. Ped.,"-22.86545827","-43.28952212"
Av. Automóvel Clube x R. Moreia,"-22.86794376","-43.2945806"
Etr. Velha da Pavuna x Trav. Ped.,"-22.86514739","-43.29285694"
Etr. Velha da Pavuna x Trav. Ped. (corujinha),"-22.86533673","-43.29640844"
Etr. Velha da Pavuna x Trav. Ped. (corujinha),"-22.86557084","-43.30025313"
Etr. Velha da Pavuna x R. Macedo Costa,"-22.87345561","-43.27963977"
Av. Itaoca x R. Amaro Hamati,"-22.87261625","-43.27714213"
Av. Automóvel Clube x Pç. Constanca,"-22.87478247","-43.28438594"
Av. Automóvel Clube x R. Alvaro Miranda,"-22.87425759","-43.28633658"
Av. Automóvel Clube x R. Julia Cortines,"-22.86889904","-43.29463609"
R. Alvaro Miranda x Trav. Ped.,"-22.87868584","-43.29071444"
R. José dos Reis x Viaduto Cristovao Colombo,"-22.88079313","-43.28623247"
R. José dos Reis x Trav. Ped.,"-22.87909429","-43.28472516"
Av. Automóvel Clube x Trav. Ped.,"-22.87544782","-43.28343669"
R. José dos Reis x Trav. Ped.,"-22.87544782","-43.28343669"
R. Padre Januario x Trav. Ped.,"-22.87299058","-43.28279162"
R. Dona Emilia x Trav. Ped.,"-22.87186481","-43.28368278"
Etr. Velha da Pavuna x R. Moreia,"-22.86540387","-43.29034279"
Etr. Velha da Pavuna x R. Padre Januario,"-22.87244283","-43.28062951"
Etr. Velha da Pavuna x Trav. Ped.,"-22.87161687","-43.27291606"
R. Alvaro Miranda x Trav. Ped.,"-22.87660402","-43.29017557"
R. Amaro Cavalcante x Pç. Sarg Eudoxio Passos,"-22.895579","-43.302345"
R. Amaro Cavalcante x Trav. Ped.,"-22.895559","-43.301762"
R. Manuel Vitorino x Pç. dos Garis,"-22.894947","-43.302585"
R. Clarimundo de Melo x R. Bernardo Guimaraes,"-22.890199","-43.325485"
R. Clarimundo de Melo x R. Cruz e Souza,"-22.895677","-43.30543"
R. Clarimundo de Melo x Trav. Ped.,"-22.895574","-43.30275"
R. Clarimundo de Melo x R. Paraná,"-22.895784","-43.308022"
R. Clarimundo de Melo x R. Assis Carneiro,"-22.895867","-43.312689"
R. Clarimundo de Melo x Trav. Ped.,"-22.892977","-43.321685"
R. Clarimundo de Melo x Trav. Ped.,"-22.891321","-43.323962"
R. Clarimundo de Melo x R. Souto,"-22.888292","-43.328099"
R. Manuel Vitorino x Trav. Ped.,"-22.892561","-43.30633"
R. Manuel Vitorino x Trav. Ped.,"-22.890354","-43.30913"
R. Elias da Silva x Trav. Ped.,"-22.889049","-43.316927"
R. Nerval de Gouveia x Trav. Ped.,"-22.888376","-43.320379"
R. Adolfo Bergamini x R. Amaro Cavalcante,"-22.895296","-43.294765"
R. Borja Reis x Via de Ligação (Sem Código),"-22.903781","-43.305289"
R. Monteiro da Luz x R. Violeta,"-22.905394","-43.30875"
R. Clarimundo de Melo x R. Amorim,"-22.895816","-43.310199"
R. Dois de Fevereiro x R. Ana Leonidia,"-22.898821","-43.301392"
R. Dois de Fevereiro x R. Ramiro Magalhaes,"-22.902514","-43.302557"
R. Borja Reis x R. Dois de Fevereiro,"-22.904241","-43.303409"
R. Dois de Fevereiro x R. Bernardo,"-22.902616","-43.302612"
R. Borja Reis x R. Monteiro da Luz,"-22.903964","-43.304407"
R. Parana x R. Violeta,"-22.905201","-43.310497"
R. Torres de Oliveira x R. Fagundes Varela,"-22.897251","-43.31236"
R. Candido Benicio x R. Domingos Lopes,"-22.882594","-43.342605"
R. Candido Benicio x R. Francisco Gifoni,"-22.883484","-43.342365"
Av. Ernani Cardoso x Trav. Ped.,"-22.882001","-43.334509"
R. Candido Benicio x R. Comend Pinto,"-22.885217","-43.343285"
R. Candido Benicio x R. Ana Teles,"-22.886447","-43.344377"
R. Candido Benicio x R. Pinto Teles,"-22.888164","-43.346405"
Av. Ernani Cardoso x R. Mendes de Aguiar,"-22.881994","-43.33437"
R. Candido Benicio x R. Cap Menezes,"-22.892156","-43.348147"
R. Marica x Trav. Ped.,"-22.890059","-43.345305"
R. Pedro Teles x R. Cap Menezes (corujunha),"-22.892844","-43.346413"
R. Candido Benicio x R. Dr. Bernardino,"-22.894492","-43.34957"
R. Candido Benicio x R. Baronesa,"-22.896024","-43.350853"
R. Candido Benicio x Trav. Ped.,"-22.905157","-43.35708"
R. Candido Benicio x R. Barao,"-22.899094","-43.353233"
R. Candido Benicio x R. Florianopolis,"-22.899836","-43.353762"
R. Candido Benicio x R. Albano,"-22.901487","-43.354895"
Av. Ernani Cardoso x Trav. Ped.,"-22.882136","-43.337599"
Av. Ernani Cardoso x Trav. Ped.,"-22.882361","-43.339924"
Av. Ernani Cardoso x R. Padre Telemaco,"-22.881599","-43.331847"
R. Jeronimo Pinto x R. Pinto Teles (corujinha),"-22.885511","-43.351107"
Av. Ernani Cardoso x Via de Ligação (Sem Código),"-22.881516","-43.33013"
R. Angelo Dantas x Trav. Ped.,"-22.880642","-43.330192"
R. Carolina Machado x Trav. Ped.,"-22.880561","-43.329377"
Av. Dom Helder Câmara x R. Sidonio Paes,"-22.879657","-43.322302"
Av. Dom Helder Câmara x R. Cerqueira Daltro,"-22.881694","-43.324054"
R. Cerqueira Daltro x Trav. Ped.,"-22.880279","-43.322967"
R. Nerval de Gouveia x Trav. Ped.,"-22.88239391","-43.32872445"
Etr. Intend Magalhaes x R. Cap Couto Menezes,"-22.882121","-43.344527"
R. Domingos Lopes x R. Maria Lopes,"-22.878937","-43.340937"
R. Padre Telemaco x Trav. Ped.,"-22.886922","-43.330069"
Praça Seca x E/F n°25,"-22.897729","-43.351562"
R. João Vicente x Trav. Ped.,"-22.875771","-43.338367"
R. Ewbanck da Câmara x R. Dona Clara,"-22.875729","-43.341454"
R. Cap Couto Menezes x R. Agostinho Barbalho (corujinha),"-22.877282","-43.342265"
R. Manuel Martins x Trav. Ped.,"-22.877112","-43.338809"
R. Maria Lopes x R. Padre Manso,"-22.879242","-43.33675"
R. Candido Benicio x Via de Ligação (Sem Código),"-22.903816","-43.356455"
R. Cerqueira Daltro x Trv dos Cardosos,"-22.879682","-43.322364"
Av. Dom Helder Câmara x R. Padre Manuel de Nobrega,"-22.884417","-43.310472"
R. Padre Manuel de Nobrega x R. Barão do Bananal,"-22.876329","-43.316542"
Av. Dom Helder Câmara x R. Bernardino de Campos,"-22.886042","-43.306554"
Av. Dom Helder Câmara x R. João Pinheiro,"-22.886391","-43.30389"
Av. Dom Helder Câmara x R. Engen Nazare,"-22.885797","-43.301904"
R. Guilhermina x Via de Ligação (Sem Código),"-22.892586","-43.30061"
R. Mário Carpenter x R. Guilhermina,"-22.889682","-43.300717"
R. Padre Manuel de Nobrega x Trav. Ped.,"-22.877721","-43.315155"
R. Angelina x R. Pedro Domingues,"-22.89094605","-43.30298631"
R. Souza Cerqueira x Trav. Ped.,"-22.892416","-43.307409"
R. Bento Goncalves x R. Guilhermina,"-22.894771","-43.300549"
R. José Domingues x R. Angelina,"-22.893474","-43.30274"
R. Goias x R. Guilhermina,"-22.889949","-43.300935"
R. Goias x R. Angelina,"-22.888319","-43.303612"
R. Goias x Trav. Ped.,"-22.888067","-43.308952"
R. Goias x R. Divino Salvador,"-22.887809","-43.31098"
R. Goias x Trav. Ped.,"-22.884491","-43.31416"
R. Goias x Trav. Ped.,"-22.884419","-43.320732"
Av. Dom Helder Câmara x R. Emilio de Menezes,"-22.884189","-43.312665"
Av. Dom Helder Câmara x Trav. Ped.,"-22.883877","-43.313772"
Av. Dom Helder Câmara x Trav. Ped.,"-22.883374","-43.315489"
Av. Dom Helder Câmara x R. Amalia,"-22.866472","-43.316975"
Av. Dom Helder Câmara x R. Cupertino,"-22.879317","-43.31892"
R. Silva Vale x Trav. Ped.,"-22.872421","-43.307069"
R. Padre Manuel de Nobrega x Trav. Ped. (corujinha),"-22.873","-43.31363"
R. Herculano Pena x Trav. Ped.,"-22.870526","-43.312794"
R. Herculano Pena x Trav. Ped.,"-22.87297156","-43.31312019"
R. Herculano Pena x Trav. Ped.,"-22.870526","-43.310222"
R. Moacyr de Almeida x Trav. Ped.,"-22.868741","-43.304095"
Av. João Ribeiro x Trav. Ped.,"-22.870179","-43.300135"
Av. João Ribeiro x R. Jacarei,"-22.872084","-43.29713"
Av. João Ribeiro x Trav. Ped.,"-22.873022","-43.29694"
R. Antonio Saraiva x Trav. Ped.,"-22.872052","-43.313104"
R. Silva Vale x R. Laurindo Filho,"-22.870644","-43.312497"
Av. Minist Edgard Romero x R. Carvalho de Souza,"-22.874334","-43.336352"
Av. Minist Edgard Romero x Trav. Ped.,"-22.873431","-43.33647"
Etr. do Portela x R.Dagmar da Fonseca,"-22.871871","-43.339119"
Etr. do Portela x R. Americo Brasiliense,"-22.870494","-43.34115"
Etr. do Portela x Trav. Ped.,"-22.866304","-43.345525"
Etr. do Portela x Pç. Armando Fajardo,"-22.864479","-43.34654"
Av. dos Italianos x Etr. do Sape,"-22.862789","-43.346975"
R. Carolina Machado x Trav. Ped.,"-22.875219","-43.338377"
R. Carvalho de Souza x R. Alfeu Faria Castro,"-22.876362","-43.333977"
R. Carvalho de Souza x R. Francisco Batista,"-22.875634","-43.334415"
R. Carolina Machado x R. Alfeu Faria Castro,"-22.877159","-43.335247"
R. Carolina Machado x R. Francisco Batista,"-22.876597","-43.336164"
R. Itamarati x R. Sidonio Paes,"-22.877254","-43.324655"
R. Iguacu x Via de Ligação (Sem Código),"-22.874707","-43.325122"
Etr. do Portela x Trav. Ped.,"-22.867524","-43.343275"
R. Carolina Machado x Trav. Ped.,"-22.878942","-43.332332"
Av. Minist Edgard Romero x R. Leopoldino de Oliveira,"-22.865006","-43.333982"
Av. Minist Edgard Romero x Trav. Ped.,"-22.862664","-43.331629"
Av. Minist Edgard Romero x Trav. Ped.,"-22.858041","-43.328994"
Av. Minist Edgard Romero x R. Lima Drumond,"-22.859839","-43.329315"
Av. Minist Edgard Romero x Av. Vicente de Carvalho,"-22.856444","-43.328584"
Av. Minist Edgard Romero x R. Manuel Machado,"-22.857156","-43.328855"
Av. Vicente de Carvalho x R. Marambaia,"-22.854891","-43.323387"
Av. Automóvel Clube x R. Engen Mário Carvalho,"-22.851942","-43.315919"
Av. Automóvel Clube x R. Guarauna,"-22.852934","-43.314234"
Av. Vicente de Carvalho x R. Turvo,"-22.853161","-43.320887"
Av. Automóvel Clube x Trav. Ped.,"-22.853696","-43.313032"
Etr. Otaviano x Trav. Ped.,"-22.86366815","-43.34125246"
Etr. Otaviano x Trav. Ped.,"-22.860289","-43.34401"
Etr. Otaviano x Trav. Ped.,"-22.858386","-43.345748"
Av. Minist Edgard Romero x R. Pereira da Costa,"-22.867116","-43.334387"
Av. Minist Edgard Romero x Trav. Ped.,"-22.870022","-43.335264"
Av. Minist Edgard Romero x R. Consel Galvao,"-22.872226","-43.33579"
R. Oliva Maia x R. Andrade Figueira,"-22.872891","-43.335097"
Av. Vicente de Carvalho x R. Cambuci do Vale,"-22.852999","-43.3185"
Av. Automóvel Clube x Etr. Velha da Pavuna,"-22.865374","-43.301785"
R. Consel Galvao x Trav. Ped. (corujinha),"-22.864996","-43.341965"
Av. Vicente de Carvalho x R. Cezar Muzio,"-22.852887","-43.316727"
Etr. Intend Magalhaes x Etr. da Fontinha (corujinha),"-22.877216","-43.363352"
Etr. Intend Magalhaes x Trav. Ped.,"-22.878319","-43.357402"
Etr. Henrique de Melo x Etr. Intend Magalhaes,"-22.878536","-43.356777"
Etr. Intend Magalhaes x R. Pereira de Figueiredo,"-22.880357","-43.35324"
Etr. Intend Magalhaes x R. Andrade Araujo,"-22.880714","-43.352107"
R. Cairussu x Trav. Ped.,"-22.882202","-43.368692"
Etr. Intend Magalhaes x R. Xavier Curado,"-22.875777","-43.372488"
R. Xavier Curado x R. Marina,"-22.873292","-43.373347"
Av. Jambeiro x R. Cairussu,"-22.880757","-43.370445"
R. Luiz Beltrao x R. das Camelias,"-22.883712","-43.367097"
R. Luiz Beltrao x R. das Rosas,"-22.887421","-43.363225"
R. Luiz Beltrao x R. Urucuia,"-22.890414","-43.359302"
R. Luiz Beltrao x R. Quiririm,"-22.890992","-43.357892"
Etr. Intend Magalhaes x Trav. Ped.,"-22.882307","-43.347135"
Etr. Intend Magalhaes x Av. Jambeiro,"-22.876966","-43.36894"
Etr. Intend Magalhaes x Av. Jambeiro,"-22.876512","-43.3691"
Etr. Intend Magalhaes x Trav. Ped.,"-22.876286","-43.370598"
Etr. Intend Magalhaes x Trav. Ped.,"-22.876277","-43.370612"
Av. Braz de Pina x Trav. Ped.,"-22.839276","-43.295977"
Av. Vicente de Carvalho x R. Monsen Pizarro,"-22.840232","-43.297174"
Av. Vicente de Carvalho x R. Simao de Vasconcelos,"-22.841449","-43.29889"
R. Venina x R. Leonidas,"-22.839535","-43.279849"
Av. Vicente de Carvalho x R. Apia,"-22.844199","-43.300837"
Av. Vicente de Carvalho x R. Flaminia,"-22.845607","-43.30214"
Av. Vicente de Carvalho x R. Sold Servino Mengarda,"-22.846837","-43.304469"
Av. Vicente de Carvalho x Trav. Ped.,"-22.848064","-43.306064"
Av. Braz de Pina x R. Guara,"-22.839652","-43.299272"
Av. Vicente de Carvalho x Av. Meriti,"-22.850317","-43.309115"
Av. Braz de Pina x R. Guapore,"-22.837397","-43.290571"
Av. Meriti x R. Volta,"-22.847472","-43.310464"
Av. Braz de Pina x R. Jacarau,"-22.837424","-43.287976"
Av. Braz de Pina x Trav. Ped.,"-22.837339","-43.289191"
Av. Braz de Pina x R. Dr. Weinschenk,"-22.838399","-43.283542"
Av. Braz de Pina x Trav. Ped.,"-22.838057","-43.284034"
Av. N/S. da Penha x,"-22.842455","-43.278439"
Av. Braz de Pina x Trav. Ped.,"-22.839132","-43.282342"
Av. Braz de Pina x R. Plinio de Oliveira,"-22.841","-43.279316"
Av. Braz de Pina x Trav. Ped.,"-22.842102","-43.277711"
Av. nº S. da Penha x Trav. Ped.,"-22.845859","-43.283086"
R. José Mauricio x R. Romeiros,"-22.84009","-43.278039"
R. Bento Cardoso x Trav. Ped.,"-22.835822","-43.287604"
R. Bento Cardoso x R. Surui,"-22.831819","-43.290407"
R. Itabira x R. Guapore,"-22.830889","-43.291276"
R. Itabira x Trav. Ped.,"-22.829779","-43.292912"
Av. Meriti x Av. Oliveira Belo,"-22.845822","-43.311367"
R. Irapua x Trav. Ped.,"-22.837356","-43.300202"
R. Cacequi x Trav. Ped.,"-22.838136","-43.299214"
Av. Automóvel Clube x Av. Vicente de Carvalho,"-22.853239","-43.312949"
Av. Vicente de Carvalho x Trav. Ped.,"-22.852199","-43.312262"
Av. Braz de Pina x Trav. Ped.,"-22.839724","-43.281409"
Av. Braz de Pina x R. Engen Francisco Passos,"-22.840464","-43.280321"
R. Itabira x Trav. Ped.,"-22.828237","-43.293724"
Av. Lobo Junior x R. Apiai,"-22.834277","-43.28110778"
R. Apiai x R. Santiago,"-22.83586655","-43.28028887"
R. Nicaragua x Trav. Ped.,"-22.83905259","-43.27956702"
R. Quito x R. Montevideo,"-22.83735149","-43.27679831"
R. Quito x R. do Couto,"-22.8383885","-43.27480249"
R. Costa Rica x R. Montevideo,"-22.83381768","-43.27467266"
R. Tailandia x Trav. Ped.,"-22.8269477","-43.28803022"
R.Costa Rica x E/F n° 73,"-22.83514285","-43.27185617"
R. Nicaragua x R. Montevideo,"-22.83990285","-43.27835524"
R. Quito x R. Conde de Agrolongo,"-22.83745316","-43.2787274"
R. Delfina Enes x Trav. Ped.,"-22.83570411","-43.28130375"
Av. Lobo Junior x R. Bernardo de Figueiredo,"-22.83238211","-43.27917709"
R. Cintra x Av. Luzitania (corujinha),"-22.83159035","-43.28111809"
Av. Lobo Junior x Trav. Ped.,"-22.83113924","-43.27794822"
R. Conde de Agrolongo x R. Costa Rica,"-22.8328784","-43.27650125"
R. Belizario Pena x R. Costa Rica,"-22.83362053","-43.27573095"
Av. Lobo Junior x R. Cuba,"-22.82918927","-43.27703577"
R. Cuba x Trav. Ped.,"-22.82990953","-43.27572777"
R. Cuba x R. Conde de Agrolongo,"-22.83035017","-43.27499737"
R. Cuba x Av. Luzitania,"-22.82863104","-43.27779785"
Pç. Antonio José de Almeida x R. Mafra,"-22.82922439","-43.2785093"
Av. Arapogi x R. Enes Filho (corujinha),"-22.83090924","-43.28930788"
R. Belizario Pena x R. Guatemala,"-22.83217801","-43.27475807"
Av. Braz de Pina x Trav. Ped.,"-22.83443936","-43.31878318"
Av. São Felix x Av. Braz de Pina (corujinha),"-22.83337913","-43.31888694"
Av. Braz de Pina x R. Paratinga (corujinha),"-22.83077882","-43.31918098"
Av. Braz de Pina x Etr. da Agua Grande,"-22.82765136","-43.31963478"
Etr. da Agua Grande x Trav. Ped.,"-22.82735514","-43.32038387"
R. Cordovil x R. Japuanga,"-22.82141807","-43.30687777"
Etr. da Agua Grande x R. Estremadura,"-22.82647982","-43.31645116"
Etr. da Agua Grande x R. Ribatejo,"-22.82606701","-43.31442056"
R. Cordovil x Trav. Ped.,"-22.82328146","-43.30884635"
R. Comte Coelho x R. Juvencio de Menezes,"-22.8246871","-43.30804839"
R. Barão de Melgaco x Trav. Ped.,"-22.82546653","-43.30753676"
Av. Meriti x R. Barão de Melgaco,"-22.82713353","-43.31076723"
Av. Braz de Pina x Trav. Ped.,"-22.83750026","-43.31554298"
Av. Braz de Pina x Trav. Ped.,"-22.8381419","-43.31271719"
Av. Braz de Pina x Trav. Ped.,"-22.84054876","-43.3019762"
Av. Braz de Pina x Pç. Rubey Wanderley,"-22.83989548","-43.31081961"
Av. Meriti x Etr. Padre Roser,"-22.8401689","-43.31293956"
Av. Braz de Pina x Trav. Ped.,"-22.84043754","-43.30687786"
Av. Braz de Pina x Av. Oliveira Belo,"-22.84070844","-43.30547079"
Av. Braz de Pina x R. Tomaz Lopes,"-22.840819","-43.30325536"
Av. Braz de Pina x Trav. Ped.,"-22.84081363","-43.30323181"
R. Frizia x Trav. Ped.,"-22.83963279","-43.3042316"
Etr. Padre Roser x R. Tejupa,"-22.84113105","-43.31588346"
Av. Meriti x Av. São Felix,"-22.83340193","-43.30887409"
Av. Meriti x Etr. do Quitungo,"-22.83655118","-43.30875456"
Etr. do Quitungo x R. do Trabalho,"-22.83602631","-43.30780121"
Etr. do Quitungo x R. Brasileia,"-22.83544083","-43.30416799"
Etr. do Quitungo x Trav. Ped.,"-22.83421967","-43.30272613"
Etr. do Quitungo x Trav. Ped.,"-22.82909866","-43.30079519"
Etr. do Quitungo x Trav. Ped.,"-22.82830381","-43.29925912"
Av. Monsen Felix x Trav. Ped.,"-22.839151","-43.32397442"
R. Hannibal Porto x Trav. Ped.,"-22.82224051","-43.32364711"
Av. Monsen Felix x Etr. Cel Vieira,"-22.84470216","-43.32344301"
Av. Monsen Felix x R. Gabriel Lisboa,"-22.84236789","-43.32328199"
Etr. Colégio x Trav. Ped.,"-22.83520295","-43.33051641"
Etr. Colégio x Trav. Ped.,"-22.83868555","-43.33322327"
Av. Monsen Felix x R. Marambaia,"-22.85007798","-43.32609924"
Etr. Colégio x Via de Ligação (Sem Código),"-22.83922317","-43.33369701"
Av. Monsen Felix x R. Caicara,"-22.85061887","-43.32692343"
Av. Monsen Felix x R. Guirareia V Ema,"-22.85172511","-43.32814903"
Av. Monsen Felix x R. Carolina Amado,"-22.85442249","-43.32958896"
Av. Monsen Felix x R. Pedro Borges de Freitas,"-22.83182396","-43.32832941"
R. Pereira de Araujo x R. Marq de Aracati,"-22.84497332","-43.3246744"
R. Hannibal Porto x Via de Ligação (Sem Código),"-22.82609291","-43.32612463"
Etr. Padre Roser x Pç. Dalva de Oliveira,"-22.84158376","-43.31965397"
Av. Monsen Felix x Trav. Ped. (corujinha),"-22.83601977","-43.32552868"
Etr. Colégio x Av. Monsen Felix,"-22.83328794","-43.32800034"
Etr. da Agua Grande x Av. Ubirajara,"-22.83112491","-43.3278042"
Etr. da Agua Grande x Trav. Ped.,"-22.83042443","-43.32631465"
R. Hannibal Porto x Etr. da Agua Grande,"-22.82899087","-43.32519801"
R. Hannibal Porto x R. Rachel Carson,"-22.82482515","-43.32573689"
R. Hannibal Porto x R. Manoel de Araujo,"-22.82367004","-43.32489794"
Etr. do Portinho x R. Jacana,"-22.83133177","-43.32905235"
Av. Automóvel Clube x Av. Monsen Felix,"-22.84733752","-43.32501965"
Av. Monsen Felix x R.Marques de Aracati,"-22.84635348","-43.32431557"
Av. Monsen Felix x R. João Machado,"-22.84784831","-43.3252965"
R. Bulhoes Marcial x R. Anama,"-22.81519074","-43.30096786"
R. Bulhoes Marcial x R. Tinhare,"-22.81559139","-43.30113734"
Etr. do Vigario Geral x E/F n° 894,"-22.81509217","-43.3100717"
R. Bulhoes Marcial x saída de garagem,"-22.80412336","-43.305566"
R. Bulhoes Marcial x R. Correia Dias,"-22.80753949","-43.304328"
R. Mal. Antonio de Souza x R. Jorn Geraldo Rocha,"-22.8107537","-43.31925734"
R. Franz Liszt x R. Georges Bizet,"-22.80921402","-43.32135273"
R. Jorn Geraldo Rocha x Trav. Ped.,"-22.81261087","-43.32337696"
R. Mal. Antonio de Souza x Trav. Ped.,"-22.81440695","-43.31821564"
Etr. do Vigario Geral x Trav. Ped. (corujinha),"-22.81705538","-43.31348263"
Etr. do Vigario Geral x Trav. Ped.,"-22.81326449","-43.30942486"
R. Alvaro de Macedo x Trav. Ped.,"-22.81737833","-43.30377228"
R. Cordovil x Trav. Ped.,"-22.81798082","-43.30296912"
R. Bulhoes Marcial x R. Mundau,"-22.81600764","-43.3010619"
R. Bulhoes Marcial x R. Major Conrado,"-22.82138547","-43.29801768"
R. Jorge Coelho x Av. Schultz Wenk,"-22.82511927","-43.29420417"
R. Itabira x,"-22.82559704","-43.29504252"
Etr. do Porto Velho x R. Lyrio Mauricio da Fonseca,"-22.82342051","-43.29581198"
R. Poco Central x Trav. Ped.,"-22.81755628","-43.29267187"
R. Padre Peroneille x Trav. Ped.,"-22.80922358","-43.32682704"
R. Franz Liszt x Trav. Ped.,"-22.81109392","-43.32088301"
R. João Vicente x Pç. Montese,"-22.86112382","-43.37119865"
Etr. Henrique de Melo x R. João Vicente,"-22.86803135","-43.35275721"
R. Picui x R. Jundia,"-22.85991783","-43.35483734"
R. Xavier Curado x R. Henrique de Albuquerque,"-22.8668174","-43.37825948"
R. Xavier Curado x Trav. Ped.,"-22.86274186","-43.37670053"
R. Xavier Curado x R. Engen Emilio Baumgart,"-22.86034581","-43.3753373"
R. João Vicente x R. Xavier Curado,"-22.85919942","-43.37459098"
R. João Vicente x Via de Ligação (Sem Código),"-22.86456074","-43.36170397"
R. Divisoria x Trav. Ped.,"-22.86622865","-43.36317432"
R. Divisoria x R. Marina,"-22.87070911","-43.3669357"
R. João Vicente x R. Queimado,"-22.86474422","-43.35983723"
R. João Vicente x Trav. Ped.,"-22.8698586","-43.3493938"
Etr. Henrique de Melo x Trav. Ped.,"-22.87061457","-43.35700599"
R. Carolina Machado x R. Latife Luvizaro,"-22.86095467","-43.37012753"
R. Carolina Machado x R. Americo Rocha,"-22.86269635","-43.36642675"
R. Carolina Machado x R. Conde de Rezende,"-22.86275175","-43.36584848"
R. Carolina Machado x Trav. Ped.,"-22.86410778","-43.36207721"
R. Carolina Machado x Trav. Ped.,"-22.86447206","-43.35973741"
R. Carolina Machado x Trav. Ped.,"-22.86915896","-43.34968524"
R. Aurelio Valporto x Trav. Ped.,"-22.85808085","-43.37031788"
R. Luiz Coutinho Cavalcanti x Trav. Ped.,"-22.85049498","-43.37117912"
R. Americo Rocha x R. Sirici,"-22.85829091","-43.36470871"
R. Americo Rocha x Trav. Ped.,"-22.85553443","-43.36313342"
R. Luiz Coutinho Cavalcanti x R. Ildefonso Albano,"-22.84761328","-43.37256473"
R. Luiz Coutinho Cavalcanti x Trav. Ped.,"-22.84695639","-43.37307008"
R. Luiz Coutinho Cavalcanti x Trav. Ped.,"-22.84531698","-43.37428948"
Etr. do Sape x Trav. Ped.,"-22.86000584","-43.3499693"
Av. dos Italianos x Etr. do Barro Vermelho,"-22.8542914","-43.35002638"
Av. dos Italianos x Trav. Ped.,"-22.85468442","-43.3496663"
Av. Automóvel Clube x Trav. Ped.,"-22.82499136","-43.34902081"
Av. Automóvel Clube x Trav. Ped.,"-22.83150955","-43.34292306"
Av. Automóvel Clube x Trav. Ped.,"-22.82536176","-43.34945046"
R. das Safiras x Trav. Ped.,"-22.8541427","-43.35189052"
R. Topazios x Trav. Ped.,"-22.85366401","-43.3507106"
Av. Automóvel Clube x Trav. Ped.,"-22.83188473","-43.34360819"
Av. dos Italianos x R. Topazios,"-22.85265039","-43.34941249"
R. Topazios x Trav. Ped.,"-22.85318146","-43.35014239"
Av. Automóvel Clube x R. Aratangi,"-22.83510455","-43.34104056"
Etr. do Barro Vermelho x Etr. Otaviano,"-22.85205284","-43.34681519"
R. dos Topázios x R.Dr.Luis Bicalho,"-22.85094383","-43.34702373"
Av. Automóvel Clube x Trav. Ped.,"-22.84344488","-43.33103869"
Etr. do Barro Vermelho x Trav. Ped.,"-22.84832214","-43.34270094"
Etr. do Barro Vermelho x R. Lageado,"-22.84673687","-43.34011847"
Etr. do Barro Vermelho x R. Toriba,"-22.84566533","-43.33881618"
Av. Automóvel Clube x Etr. do Barro Vermelho,"-22.84237149","-43.33500777"
Etr. João Paulo x Trav. Ped.,"-22.84418559","-43.36171956"
R. das Safiras x Trav. Ped.,"-22.84963039","-43.35689493"
Av. Automóvel Clube x R. Caiuá,"-22.84006714","-43.33878315"
Av. dos Italianos x Trav. Ped.,"-22.85257176","-43.3492809"
Av. dos Italianos x R. Turmalinas (corujinha),"-22.84630981","-43.34929096"
Av. dos Italianos x Trav. Ped.,"-22.84118378","-43.34922952"
Av. dos Italianos x R. Ururai V Santa Teresa,"-22.83865202","-43.34993016"
Av. dos Italianos x Trav. Ped.,"-22.83765835","-43.34842569"
Av. dos Italianos x R. Acegua,"-22.83233198","-43.34607616"
